feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
-0.858,-0.346,-0.237,-1.726,1.019,0.726,1.132,-1.178,-1.306,1.386,1.485,-0.564,-1.463,2.106,0.775,1.053,-1.453,-0.153,0.642,-0.723,0.305,-0.734,0.255,-0.177,-0.633,0.611,0.384,2.074,-0.867,0.932,-2.835,-0.39,0.284,0.606,-0.324,1.206,2.101,0.045,-0.181,-0.561,0.934,-1.006,0.451,-1.07,0.639,1.007,0.247,0.786,-0.526,1.279,-11407.421
1.301,0.294,-0.053,0.854,1.419,-1.984,-0.675,-1.129,-1.724,0.243,-1.2,-1.031,1.406,0.57,-0.391,-0.934,-1.363,0.091,0.352,0.433,-1.162,0.018,0.718,1.34,1.118,1.372,-0.747,-1.299,-0.398,0.636,-0.263,0.501,-0.718,1.167,0.264,0.436,1.064,1.284,-0.207,-0.186,0.678,-1.232,-0.425,0.606,0.256,0.688,0.49,0.035,0.316,1.001,-18134.582
0.049,1.123,2.148,2.042,-0.107,2.159,0.014,0.292,-1.69,0.553,0.255,-0.405,0.171,-1.113,-0.617,-0.737,-0.069,-1.454,0.343,-0.775,0.964,-0.638,1.259,-0.189,-1.086,0.119,0.259,1.144,0.934,0.875,1.453,-1.193,-0.209,-2.082,1.167,-1.34,1.298,-0.376,0.255,0.29,-1.173,0.991,1.395,-0.677,-1.037,-0.049,0.217,-1.125,-0.85,-0.257,-18495.352
0.888,-0.333,1.022,-0.73,-0.055,0.108,2.089,-0.224,-1.844,1.18,2.007,-1.058,-0.751,0.564,0.715,-0.415,0.312,-0.22,0.278,0.185,0.803,-0.063,-0.283,-0.713,-0.58,-0.632,0.824,0.346,1.517,0.015,-0.259,-0.186,-0.222,-0.071,0.399,-0.376,0.326,-0.614,-0.189,0.071,-0.518,-0.647,-0.31,-0.468,0.897,-0.705,0.815,-1.155,-0.041,0.225,-11674.135
0.395,-0.182,-0.266,0.554,0.407,-0.951,-0.193,-0.236,0.039,-0.126,0.091,0.044,-0.21,0.063,0.047,0.171,0.175,-0.297,-1.084,0.326,0.898,-2.304,1.574,0.5,0.191,-1.305,-0.17,0.879,-0.21,-0.49,-0.34,-0.906,-2.218,1.26,0.135,-0.181,1.133,0.046,-0.885,0.686,0.906,-1.431,0.786,-0.192,0.14,-0.682,0.387,-0.125,-0.015,-1.385,-7409.063
0.746,-0.481,1.191,0.411,0.346,0.387,-1.928,0.385,2.11,0.433,0.159,-0.741,-1.395,-0.602,-0.696,-1.639,-0.54,0.833,-0.986,0.576,0.204,-1.182,-0.845,1.043,-0.67,-0.302,1.965,-0.417,-0.15,0.422,0.489,1.911,0.196,0.052,0.833,-1.706,0.356,0.586,2.35,-0.947,0.178,-0.265,-0.511,0.162,0.626,0.68,-0.171,-1.215,0.622,0.827,-3175.363
-1.001,1.798,0.387,0.684,-2.021,0.386,0.339,0.517,-0.629,-0.033,0.163,-0.224,0.32,-1.406,-0.315,-0.15,-1.831,0.498,1.122,-1.251,-0.215,2.359,-0.345,0.521,-0.22,1.306,0.779,-0.731,1.837,1.181,0.196,0.463,-1.524,-0.459,-0.49,-0.2,1.941,-1.076,0.2,1.28,1.11,1.724,-1.65,1.291,1.055,-0.984,-0.125,-0.258,0.279,-1.136,-13319.942
2.005,0.233,1.128,0.06,-0.035,0.53,-0.978,0.142,-1.054,-0.285,-1.249,-0.428,0.35,-0.703,-0.318,0.492,0.743,1.034,-1.422,0.791,0.32,0.048,1.584,-0.638,0.418,-0.857,0.051,0.227,-0.427,1.268,0.073,0.822,-0.459,0.168,0.846,-0.569,-0.813,-0.816,0.255,0.225,-1.115,-0.853,-0.741,-0.314,-0.273,2.799,-0.817,1.971,-0.698,-0.844,-9161.338
-1.552,-0.992,-1.036,-1.799,-1.527,-2.034,-1.672,-1.124,1.686,-1.033,-0.605,-0.564,1.774,-1.535,1.171,1.591,0.52,-0.806,-2.773,1.18,-0.886,-1.683,0.088,-0.919,-2.16,0.313,-0.903,-1.802,-0.704,0.308,0.341,-0.702,-1.498,0.451,-0.096,-0.711,-0.571,-0.083,-0.273,-0.415,0.058,0.367,-0.73,0.641,1.908,1.924,-1.496,0.002,-1.759,-1.202,-14158.279
1.185,-1.306,-0.933,-1.043,0.354,-1.168,-0.375,-0.602,-0.742,1.945,0.208,-1.361,0.395,0.489,-0.847,-0.102,0.767,-1.379,-0.869,-0.614,-2.457,-1.96,-0.909,-0.4,2.18,0.213,0.111,-0.123,0.205,0.806,0.245,0.332,0.37,0.195,0.519,-1.618,0.379,-0.737,-1.045,0.199,1.258,0.531,0.441,-0.319,-0.444,0.552,-0.004,-0.822,-1.087,0.125,-5716.952
0.932,0.556,0.496,-1.847,-0.05,0.947,1.097,0.417,-1.32,1.212,0.763,0.38,-1.018,2.407,0.203,0.673,0.815,0.684,-0.724,0.104,-0.327,0.571,0.256,0.449,-0.604,-1.759,-0.983,0.036,0.598,-0.431,0.08,0.526,-0.544,-0.003,2.642,0.829,-0.637,1.265,-0.436,0.727,-1.147,-0.798,1.129,0.585,1.017,0.596,-0.794,-0.699,-0.401,-0.972,-9053.006
0.168,1.261,3.054,-0.824,-0.088,-0.58,0.119,1.609,-1.369,-1.831,-0.612,-0.28,0.317,-0.082,0.353,-0.038,-1.392,0.698,0.669,-1.529,-0.724,-0.33,0.019,0.868,-1.066,0.952,-0.627,0.017,1.258,1.303,-0.818,-0.003,-0.615,-1.158,-2.447,0.322,0.458,-0.372,0.099,-1.576,1.113,-0.124,0.474,0.47,0.992,1.442,0.381,-0.731,0.368,0.851,-24735.302
-0.402,-0.214,-2.276,-0.665,0.054,1.113,-0.806,-1.275,0.181,0.113,1.793,1.898,1.641,-0.182,-0.932,-0.787,-1.21,0.639,0.577,-0.152,-0.409,-0.735,-0.631,-0.916,0.342,1.062,-1.482,-0.816,0.334,-0.18,-1.097,-0.746,0.492,1.183,-2.107,0.887,-1.539,0.595,-1.175,-0.36,-0.056,0.261,-1.005,0.559,0.664,-0.046,-1.133,-1.773,1.004,-0.082,-18196.111
-0.072,-1.894,-1.224,-1.36,-1.203,-0.312,2.205,-1.229,1.067,0.683,-0.124,2.476,-0.632,0.746,0.595,1.136,0.762,-0.087,-1.976,2.823,-0.353,0.895,-0.927,-1.026,-0.536,0.441,-0.927,-0.404,-0.396,0.436,-1.099,1.03,-1.758,0.639,-0.199,-1.009,-0.4,-1.258,0.172,-0.974,0.061,0.103,0.836,-1.085,-0.925,0.992,-1.295,-0.396,0.686,-0.838,-4456.97
0.168,0.866,0.449,0.299,-0.31,-0.329,-2.329,-1.106,-1.073,-0.047,2.282,-0.408,-0.228,-0.169,0.813,0.447,1.493,-1.737,-0.248,-0.71,0.982,0.405,-0.211,-0.176,0.875,-1.069,-1.381,0.856,-1.433,0.023,-1.003,0.066,1.16,-1.402,0.986,-0.115,1.419,-0.893,-0.519,-0.782,-1.425,0.684,0.34,0.663,1.16,-0.708,-0.54,0.466,-0.86,0.113,-12538.727
0.999,-0.445,1.363,1.021,0.898,1.133,0.45,-0.559,0.099,-1.048,-0.348,0.299,0.843,0.637,-0.394,2.062,0.911,0.433,-0.907,-1.137,-4.115,0.021,-0.398,-0.475,-0.033,-0.963,2.052,-1.045,-0.528,-0.691,-0.486,1.254,-1.279,0.869,-0.838,0.067,-1.042,0.615,-0.267,-1.44,0.235,1.497,1.5,-2.012,-1.533,0.942,-0.29,-0.707,0.687,0.467,-15051.953
0.421,-1.537,0.114,0.08,1.04,0.37,0.304,0.457,-2.369,-1.243,1.154,-1.691,-0.929,-0.109,-0.156,-0.525,-0.339,-0.478,-0.507,1.363,2.326,-0.771,-1.027,-0.567,0.125,1.223,-0.898,0.053,-2.049,-1.203,-1.518,-0.65,-0.388,-0.329,-1.88,-0.424,-0.514,-0.718,-0.908,-2.253,-1.711,0.684,-1.175,-0.401,-0.438,0.606,-0.585,-0.773,-0.363,-2.388,-12968.487
1.329,1.188,0.337,0.96,-0.508,0.265,1.018,-0.116,-0.185,-0.055,0.504,-0.798,-0.157,-0.362,1.781,2.258,-0.609,-1.194,-0.284,0.946,-0.995,0.37,0.471,0.945,-0.467,1.307,0.723,-0.532,0.842,-0.183,-1.23,-0.756,-0.256,1.044,-1.185,2.183,0.133,1.183,-0.172,-0.02,-1.273,-0.296,-0.252,-0.833,-0.214,0.384,0.721,0.971,1.252,1.048,-5188.76
0.795,-0.381,0.395,1.201,-1.897,0.074,-0.158,1.206,0.705,0.933,-0.31,0.225,-0.088,-1.826,-0.035,0.073,-0.871,0.414,0.164,-1.911,-1.157,0.118,0.609,0.487,1.929,-0.457,-1.217,-0.471,0.674,-2.046,-0.466,-0.173,-0.598,-2.258,0.85,-0.096,0.751,0.866,0.125,0.932,-0.368,-0.246,-0.643,0.967,-0.714,0.23,-1.452,1.066,0.347,-0.292,-10980.906
-0.232,-0.847,1.673,-0.045,2.32,-0.875,-0.951,2.545,0.423,-1.57,-0.599,-2.403,-1.201,1.004,1.334,-1.215,0.225,-0.571,-0.65,0.03,0.367,0.052,0.949,-0.032,-1.15,1.302,-2.238,-0.524,-1.252,0.605,-0.18,0.985,-0.451,-0.833,-0.431,2.13,-0.26,0.258,0.207,-0.367,0.771,-0.919,0.587,-0.02,0.324,-0.288,0.221,0.316,-1.305,0.971,-14359.723
-0.159,-0.858,-0.163,1.067,0.205,-0.671,-0.158,0.439,-1.273,0.173,0.036,-0.715,1.423,0.034,-0.642,0.612,1.745,1.17,-1.568,-0.419,2.098,-0.558,-0.972,-0.473,-0.842,-1.875,-1.245,1.124,0.256,1.526,0.037,-1.175,0.76,0.468,-0.234,0.203,0.391,-1.761,0.972,-0.206,1.076,0.472,0.167,1.528,-1.839,-0.823,-1.894,-0.082,-0.507,-0.815,-2603.906
0.651,-1.689,-1.543,-0.589,1.853,-1.045,0.087,-0.616,-0.596,1.385,-0.856,-0.819,0.375,-1.661,-1.411,-1.248,-0.012,-0.064,0.4,-1.07,0.523,-0.542,-0.266,0.88,0.587,-0.005,-0.456,-0.474,-0.273,0.592,-0.051,0.529,-0.381,-0.862,0.553,0.886,-0.261,-1.108,0.194,1.086,-1.029,0.721,0.414,-0.474,1.16,-1.713,-1.003,-0.013,0.283,-0.258,2419.247
-0.337,-0.635,0.164,0.599,0.419,1.739,1.521,-0.445,0.237,-1.107,0.123,1.857,0.657,-0.843,0.879,-1.501,0.595,0.087,1.697,1.362,-0.81,0.377,-1.571,0.43,-0.057,0.238,1.089,1.398,-0.197,-1.966,1.957,-0.531,1.392,0.062,-0.733,-1.287,-0.359,0.392,-0.01,1.995,-0.763,-0.345,-0.418,1.377,1.696,1.943,1.243,-0.766,-0.508,1.224,3002.109
-1.257,-1.173,1.386,0.039,-0.27,0.623,-0.894,-0.734,1.587,1.086,0.296,-0.882,-2.581,-0.227,-0.522,0.045,-0.92,-1.438,-0.927,-0.131,1.177,-1.127,1.207,1.287,-0.178,-0.135,-0.503,0.741,-1.198,-1.879,0.708,0.622,-0.202,-0.143,0.95,-0.81,0.947,-1.1,0.178,-1.604,0.601,0.242,0.993,0.205,1.174,0.417,-0.713,-0.114,0.549,0.418,-2271.91
0.638,-0.972,0.241,-1.813,-0.463,-0.702,0.38,0.884,1.253,2.808,1.31,0.869,-0.356,2.079,1.033,-0.27,-0.423,-1.416,-1.576,-0.267,-1.017,-0.099,0.041,-0.111,0.003,1.04,-1.057,-0.078,-0.852,0.925,-0.91,0.116,-0.353,-1.846,0.313,2.68,-0.32,0.333,1.374,0.897,0.512,-2.174,-1.327,-1.187,0.598,1.437,1.088,0.037,0.755,0.263,-4699.271
-0.64,-1,0.139,0.315,0.139,1.184,1.087,1.557,-0.864,-1.914,-0.281,0.456,0.436,-1.085,-0.506,-0.293,1.34,-0.132,-0.826,-1.879,-0.272,0.78,0.499,0.43,1.099,1.065,1.372,-1.01,2.262,-0.098,-0.53,1.306,-0.408,-2.089,1.188,-0.963,1.453,0.997,0.525,1.395,0.204,0.096,-1.17,0.157,-1.654,-1.581,-0.483,-1.391,-1.038,-1.23,-18630.073
1.285,0.37,0.692,-0.985,-0.651,-0.207,-0.701,-1.133,-2.4,-1.491,-0.295,0.126,1.045,0.175,-1.453,2.318,0.211,-0.534,0.209,0.695,-0.666,-1.829,-1.178,-0.169,-0.138,0.455,0.053,0.113,1.884,0.586,-2.122,0.181,-0.684,0.645,0.291,-0.146,-1.067,1.689,-2.182,-0.007,0.587,1.319,0.635,-0.352,0.101,-0.484,0.218,1.045,0.087,0.555,-13483.802
0.039,-0.184,-1.395,-0.513,-0.381,-0.392,-0.662,-0.63,-2.116,1.18,1.191,-0.341,1.106,0.097,-0.551,-0.717,1.957,0.424,-0.892,1.697,-1.288,0.851,1.526,-0.26,1.507,0.347,-0.487,-0.576,-0.637,-0.368,0.405,1.654,-2.328,-0.746,1.043,1.284,0.238,0.518,0.275,0.597,0.548,-0.291,1.557,-1.453,-0.613,-0.097,-0.991,1.761,-0.094,-1.663,-18313.136
-1.521,0.133,0.914,0.027,1.914,0.947,-0.606,-0.409,-0.2,0.521,1.208,-1.581,-0.576,-0.298,2.088,-0.293,-0.882,-1.498,-0.782,0.487,-1.675,-0.504,0.779,0.759,-1.402,-1.011,-1.046,-0.457,-1.282,0.327,-0.484,-1.062,-0.631,0.777,0.765,0.288,0.712,0.536,1.578,2.248,-0.605,-0.259,-1.532,-0.776,-0.048,0.17,0.46,0.565,1.135,0.659,-14118.386
0.135,0.987,0.264,-0.148,1.192,-0.066,-1.05,-0.997,0.195,0.534,-0.292,-0.256,-0.647,0.23,-1.823,1.85,2.357,0.04,0.29,-0.294,-0.111,0.39,-1.64,-0.425,-0.288,-0.931,1.278,1.765,1.43,2.033,1.236,0.283,-0.479,-1.484,-1.49,1.568,0.905,0.389,-0.92,0.646,0.261,-0.765,1.328,-0.956,1.659,2.742,2.106,-0.047,0.203,1.299,-1508.578
-0.423,0.842,0.253,-0.936,0.759,1.196,-1.495,-0.011,-1.433,-1.058,-0.771,-2.357,1.014,0.584,-0.674,-0.209,-0.766,0.054,-0.014,-0.889,0.855,0.77,1.224,-0.243,0.508,-0.007,0.854,-0.204,0.109,-0.564,-0.063,-0.133,0.892,-0.691,-0.93,0.694,-1.348,0.537,0.042,0.132,0.829,-0.614,-1.582,-0.664,-0.136,-1.087,1.049,-0.192,-1.581,0.099,-12169.187
0.401,0.081,1.412,-0.484,0.247,-0.055,-0.452,-0.837,-1.34,-0.934,0.302,1.151,-0.942,0.351,0.548,-1.819,0.922,1.483,0.03,-1.227,-0.359,1.091,-0.103,1.338,1.287,-1.185,-2.231,0.886,1.566,0.284,0.982,-0.941,0.021,-1.079,-0.104,-1.589,0.84,1.985,0.804,-1.01,-1.661,1.642,-0.39,-0.017,0.991,-1.099,1.555,-0.273,-0.45,1.457,-6957.121
0.893,0.247,0.544,-0.385,0.422,-0.527,0.924,-0.557,-1.61,0.718,0.068,-1.419,0.897,-0.767,-0.331,0.179,-1.396,0.219,-0.184,0.62,0.065,-0.181,2.674,-1.438,-1.215,0.259,0.629,-1.507,-0.703,-0.436,-1.414,-2.205,1.444,-1.09,-0.485,-1.274,0.319,1.267,0.735,-1.727,0.357,0.278,-0.527,0.765,1.132,0.121,-0.316,-0.056,-0.057,1.046,-22585.774
-0.206,-1.081,0.871,-1.532,0.674,-0.066,-0.305,-0.503,-1.735,0.364,-0.193,-1.485,-1.135,1.911,0.997,0.656,2.762,0.083,-0.166,1.349,-0.072,0.848,-0.66,1.112,0.109,1.233,-1.521,0.055,-1.091,0.199,0.902,0.049,-0.957,0.018,0.144,0.273,0.215,1.169,1.356,-0.763,-0.222,-1.443,-0.053,-1.003,0.077,1.906,1.375,1.19,0.728,0.789,-8578.291
1.209,2.987,0.312,-0.094,1.069,0.431,-0.546,-0.103,1.307,0.808,-1.352,1.343,-0.528,0.899,-1,0.323,-2.649,-2.102,0.699,-1.409,1.299,1.624,-0.265,1.082,0.073,0.4,-0.147,-0.004,0.361,-1.123,-0.105,-0.657,-0.764,2.26,-0.311,-1.092,-0.191,0.079,0.723,2.362,0.648,-0.071,-1.55,0.427,0.413,-0.385,0.055,-0.824,-1.483,-1.206,-7924.473
-1.224,0.802,-0.288,2.584,-0.993,1.068,1.574,-0.026,-0.692,0.708,0.735,-0.984,0.548,-0.555,0.716,0.315,1.278,0.68,1.775,1.586,-0.168,-2.207,-1.047,2.026,-0.454,-0.878,1.465,-0.095,-0.68,0.754,-0.317,1.027,0.499,1.129,-0.982,-1.965,-0.17,-0.102,0.43,-0.059,0.096,0.13,-1.266,0.952,0.766,2.839,0.343,-0.847,-1.161,0.768,-12664.894
-1.568,-0.977,0.009,-1.386,-1.91,-1.652,-0.834,0.71,0.218,1.596,1.466,-1.094,1.095,-2.18,-0.714,0.548,-0.983,0.569,0.596,0.854,-1.925,-1.14,-0.022,1.093,0.763,-0.591,-1.722,0.941,0.146,0.563,0.147,1.076,-0.048,-0.205,-0.251,0.598,-1.186,0.859,-0.96,-0.45,-0.643,-0.652,-1.324,1.389,1.432,0.033,1.659,0.397,-0.757,1.051,-7915.916
1.011,-0.509,0.503,-1.018,-0.648,-0.319,-1.786,-0.199,0.351,1.635,-0.403,-0.545,1.383,0.621,1.567,0.576,-0.963,-0.349,-0.312,1.065,-0.514,1.442,-0.059,-0.282,0.689,-0.614,-0.031,0.224,0.117,0.88,-1.53,-1.364,0.527,0.693,-0.974,0.37,1.417,0.856,0.681,-0.862,-0.714,-0.579,-0.962,0.329,0.98,0.591,-1.383,1.02,2.103,-0.986,-9336.628
-2.342,-0.738,0.033,-3.239,-0.153,-0.187,-0.55,0.071,-2.656,0.313,0.652,1.682,-2.199,0.196,0.761,2.341,-0.786,0.381,0.38,1.281,-0.928,1.266,1.432,1.472,0.355,-1.388,1.676,-1.432,-0.826,0.255,0.636,-0.246,-0.023,-1.467,0.761,0.835,1.283,-0.105,-0.052,0.288,-1.582,-0.97,-0.349,2.62,-1.639,0.819,-0.896,1.118,0.341,0.074,-9264.657
0.025,-0.253,0.061,1.889,1.918,-0.95,0.463,-1.044,0.049,-0.216,0.052,-0.611,-1.947,-0.029,-1.727,0.422,-0.311,-0.219,0.366,-1.046,1.164,1.312,0.397,-0.673,-1.512,-1.855,-1.187,-0.882,0.85,1.016,-0.309,-0.279,-0.04,-0.372,-0.012,-1.403,0.749,0.263,0.148,0.334,-0.26,-0.535,0.87,1.558,0.003,0.31,1.369,1.364,-0.652,0.106,-8839.555
-0.657,1.05,1.196,-0.726,-0.741,-1.098,-0.252,0.235,0.455,-1.783,1.663,0.856,-0.39,1.698,0.805,-1.618,-0.832,2.234,0.633,1.523,0.025,-0.478,0.961,1.159,2.521,-0.371,-0.615,0.695,0.633,-1.044,1.475,-1.74,1.187,-0.229,0.272,2.085,-0.039,-0.67,-0.074,0.109,0.484,-1.022,-1.403,1.361,0.628,-0.256,-0.216,-1.009,0.874,0.889,-6373.185
1.166,0.431,-2.373,-1.816,-0.865,-1.508,1.114,0.347,0.644,0.521,0.722,0.925,-0.393,-0.31,-1.114,-0.629,-1.099,-0.524,-1.02,1.306,0.238,0.017,0.274,-0.592,0.152,1.028,-0.191,-0.836,0.257,0.922,-1.226,-0.258,-0.753,-1.203,-0.541,0.15,2.2,0.524,-0.137,-0.407,0.059,-0.392,-0.683,1.944,-1.001,1.043,0.752,-1.83,-0.581,0.919,-14609.326
-1.353,1.061,-1.141,-0.573,-1.929,-0.302,-1.541,0.058,-1.118,-1.943,-0.508,-0.828,0.468,-0.562,-1.132,-0.747,1.663,0.488,0.297,0.45,-0.106,1.592,0.029,0.174,0.295,-0.123,-0.228,1.257,1.398,-0.574,-1.557,-0.527,-2.48,-0.223,0.306,0.003,0.553,0.04,2.773,0.566,-0.725,-0.877,-0.4,-1.303,-1.52,0.151,-0.796,0.335,-0.228,-2.039,-10950.074
-0.006,0.1,-1.922,0.672,2.428,0.658,0.154,-0.706,1.242,-0.079,0.961,1.23,0.5,2.286,0.729,-0.893,1.392,-1.255,-0.114,0.669,0.326,-1.277,-3.04,-1.677,-0.051,0.431,2.022,-0.08,-0.32,-0.452,-0.733,-0.544,0.641,1.378,0.722,0.038,-0.3,-0.132,0.297,-0.624,-0.232,-0.212,-0.263,0.963,-0.302,-0.695,-1.287,-0.956,1.315,0.149,1382.468
-1.663,0.401,0.62,0.809,0.977,0.369,0.921,0.415,0.199,0.313,-1.141,0.305,1.437,-0.446,-0.133,0.004,0.743,0.577,1.729,1.208,1.898,-1.071,-0.994,1.384,-0.411,0.619,-2.321,-1.022,-1.871,-0.372,0.425,-0.371,0.381,0.028,-1.714,-1.644,-1.367,1.841,0.627,-0.963,0.317,0.144,0.496,-1.295,0.041,0.336,-1.978,-0.41,0.001,-0.008,-9026.574
-2.317,1.763,-2.332,-1.197,-0.087,-1.068,0.745,0.517,-0.485,0.01,-0.094,0.02,-1.126,0.449,-0.757,-1.086,-0.597,-0.131,0.645,0.081,-1.511,-1.282,1.104,-1.432,0.63,0.063,0.956,0.34,-1.027,0.422,-1.291,-0.578,-0.076,-1.172,0.917,-0.352,0.977,-1.215,0.029,0.029,1.578,1.646,-0.872,0.53,0.757,2.109,0.9,0.488,0.8,1.156,-2723.084
-0.713,-1.152,1.526,-1.745,-0.352,1.399,-1.161,-0.66,1.126,0.267,0.134,-0.381,1.156,1.104,1.455,-1.529,0.15,0.33,-0.318,0.303,0.811,0.134,-1.332,-1.132,0.542,-0.262,-0.382,0.613,-0.022,0.021,-0.078,-1.517,-0.721,-2.062,-0.374,-0.149,-0.28,-0.614,-0.31,1.41,-0.817,0.665,0.619,-0.109,-0.717,1.967,0.061,0.438,0.903,-0.573,-1928.043
-0.15,-0.595,3.071,0.559,-1.748,-0.118,-0.019,-1.11,-0.8,0.778,0.48,-0.003,-0.464,-1.412,1.695,0.829,-0.846,-0.578,-0.753,0.171,0.723,0.501,0.76,0.8,-0.787,-0.191,0.145,-0.524,0.035,-1.249,1.109,0.102,-0.157,-0.768,-0.78,0.017,0.988,0.673,-0.111,1.764,0.041,0.584,-0.162,-1.448,0.105,-2.02,1.012,1.479,-0.215,0.117,-9445.658
0.317,0.786,-0.939,0.101,0.937,0.813,0.148,-0.079,1.105,-1.178,-0.193,-0.145,-1.606,-0.07,0.487,-0.753,-1.04,0.789,-1.385,2.395,-0.923,0.921,0.008,1.768,-1.032,1.21,0.423,0.554,-1.958,1.98,0.494,-0.063,0.455,0.016,-1.538,-1.225,0.401,0.106,0.4,0.493,-0.132,0.796,-0.098,-0.952,0.057,1.106,-0.165,0.833,-0.59,-0.018,2094.374
0.824,2.48,-0.857,-0.675,0.897,0.855,0.671,-0.299,0.367,-0.49,-0.605,0.848,0.005,0.674,0.438,1.471,0.271,-0.256,-1.65,-0.392,1.581,-1.157,0.054,-1.099,0.049,-0.03,3.231,-0.503,1.186,2.394,-0.706,0.01,0.323,-0.92,-0.411,0.064,-0.696,0.763,0.809,-0.511,0.112,-0.454,-1.821,-1.081,1.077,-1.477,0.012,0.954,0.551,-0.105,-6199.961
0.07,-0.88,-1.111,1.268,-1.615,0.317,0.713,1.784,0.382,0.531,0.43,0.492,1.159,0.633,0.67,0.418,-1.678,0.161,0.646,-0.451,0.814,-0.304,-1.183,0.272,0.39,-0.578,0.476,-1.034,0.922,-0.941,1.655,-0.843,-0.518,-0.203,0.637,-0.606,-0.593,0.589,-0.209,0.567,-1.027,-1.925,-0.161,0.015,1.232,0.016,1.881,-0.144,-0.266,-1.371,-4741.017
-0.189,-1.589,-0.297,0.363,-1.111,-0.135,1.15,0.413,0.377,-0.509,0.323,1.254,-0.732,0.418,1.268,-1.996,-1.265,-1.615,1.125,0.385,2.166,-0.556,-1.075,-2.052,-2.246,-0.481,0.63,1.125,-0.059,-1.038,-0.532,-1.142,0.541,0.865,1.362,0.946,0.481,-1.028,-0.718,-0.628,0.106,-0.215,-1.435,-0.034,-0.549,-0.274,1.786,0.273,-0.288,-0.002,-7159.4
-0.952,0.879,1.052,0.38,-1.103,-0.954,-0.567,0.299,-0.256,-0.217,-0.082,0.139,1.437,0.315,-0.768,0.139,-0.692,-0.714,2.712,-0.556,-1.496,-0.463,-1.54,0.609,-1.54,1.213,-0.935,-1.455,0.121,-0.011,-1.552,1.189,1.929,-1.102,-1.002,0.054,-0.602,-0.994,-1.044,0.522,-0.555,-0.918,-0.266,-0.915,0.931,-0.399,-0.308,-1.123,-0.693,0.23,-10568.956
-1.738,0.06,0.681,0.449,0.253,-0.912,0.098,-1.926,-0.11,0.381,-0.691,0.455,0.18,-0.977,2.103,0.179,-0.833,1.961,0.222,0.022,-0.462,-1.302,0.523,0.319,1.321,0.339,0.523,-0.901,-0.854,1.075,-0.077,1.542,-0.972,0.382,0.856,-1.059,-0.064,0.547,-0.891,0.392,0.128,1.262,-0.464,-0.922,0.235,0.28,-0.781,-0.255,-1.279,1.964,-6837.709
1.183,-0.332,0.109,-0.26,0.048,-0.706,-1.044,-0.725,1.075,0.873,0.767,0.289,-1.202,0.061,0.782,-0.484,-0.568,-0.136,-1.417,-2.157,0.623,0.129,1.495,1.144,-0.153,1.346,-0.05,0.666,-2.491,1.23,-1.106,0.188,1.147,-0.095,0.834,0.163,-0.924,-1.098,-0.418,-0.444,-1.981,0.486,-0.116,1.388,1.167,-0.945,-0.935,-0.917,-1.16,-0.166,-9261.219
0.226,0.587,0.442,-0.419,-0.828,-0.296,-1.167,3.969,-0.537,-0.187,2.03,1.397,-0.661,-0.127,0.97,0.045,-0.458,-0.989,0.418,-1.433,0.616,-0.063,0.685,1.144,-0.369,-0.004,-1.119,0.123,0.12,0.387,0.741,1.791,0.153,0.831,0.202,0.404,0.203,-0.75,0.792,-1.624,0.428,0.483,0.687,0.371,0.435,-2.024,-1.538,-1.424,-0.916,-0.731,-15337.912
-0.346,0.531,-0.073,-0.478,-1.723,1.57,0.211,-0.055,-0.216,0.274,0.466,-0.461,-0.222,-0.063,0.258,0.131,0.312,-0.317,1.47,-0.123,-0.551,0.13,-0.813,-0.523,0.326,0.395,-0.764,-1.593,2.284,-1.847,2.018,2.228,1.025,0.005,0.095,-0.187,-0.623,1.404,-1.828,-0.846,-0.91,0.458,0.737,-0.423,-0.471,-0.421,0.091,0.65,-0.671,1.972,-9076.03
0.926,1.351,-0.371,0.298,0.403,-0.309,0.39,1.066,-0.649,-0.361,0.998,0.232,-2.371,-0.675,-0.4,-0.103,-0.391,-1.039,-1.184,0.527,0.422,0.075,-1.016,0.411,0.187,1.573,-1.913,0.963,-0.127,-0.902,0.197,1.003,-1.451,1.525,0.725,0.401,0.478,-0.19,-1.738,2.155,-0.302,-1.03,0.329,-0.089,0.303,0.782,-1.642,-0.71,-0.202,0.15,-11170.643
-1.784,1.898,0.613,1.191,1.45,-1.121,-0.044,1.346,-1.37,-1.006,0.349,0.199,0.123,1.225,-1.55,1.36,1.217,0.319,-0.239,0.79,1.773,-0.197,-0.108,0.021,1.653,-0.606,1.491,1.029,1.25,0.284,1.52,-1.732,1.394,0.286,1.401,1.105,0.709,1.421,-0.788,0.29,-0.27,1.063,-0.977,-0.502,1.193,0.724,0.384,-1.422,0.757,0.482,-14826.598
